Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
30 Sep 2024,TO TRANSFER-UPI/DR/401029186777/ROHIT T/HDFC/write2same/UPI--,TRANSFER TO 4897732162091,4562.35,,-87813.24
7 Sep 2024,BY TRANSFER-UPI/CR/491232689536/RAHUL D/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,2012.39,-85800.85
10 Aug 2024,TO TRANSFER-UPI/DR/496623980459/MS SANJE/HDFC/rahuldixit/UPI--,TRANSFER TO 4897690162095,4242.38,,-90043.23
11 Aug 2024,TO TRANSFER-UPI/DR/442376625283/ROHIT T/IDIB/write2same/UPI--,TRANSFER TO 4897690162095,3454.72,,-93497.95
10 Aug 2024,TO TRANSFER-UPI/DR/437473740571/SAGAR MO/ICIC/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,1685.89,,-95183.84
19 Jul 2024,TO TRANSFER-UPI/DR/487836061011/PRIYA K/ICIC/rahuldixit/UPI--,TRANSFER TO 8974521398,4726.76,,-99910.6
19 Aug 2024,TO TRANSFER-UPI/DR/466271434633/SAMEER S/KKBK/rahuldixit/UPI--,TRANSFER TO 4897732162091,3941.71,,-103852.31
13 Jul 2024,TO TRANSFER-UPI/DR/471072321049/ROHIT T/HDFC/write2same/UPI--,TRANSFER TO 8974521398,1357.79,,-105210.1
4 Sep 2024,TO TRANSFER-UPI/DR/401739537590/SAGAR MO/KKBK/write2same/UPI--,TRANSFER TO 8974521398,749.8,,-105959.9
24 Aug 2024,TO TRANSFER-UPI/DR/474032709344/ANITA P/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,1203.0,,-107162.9
21 Aug 2024,TO TRANSFER-UPI/DR/449375419490/MS SANJE/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,1428.14,,-108591.04
15 Aug 2024,TO TRANSFER-UPI/DR/442561260710/MS SANJE/KKBK/spawar3290/UPI--,TRANSFER TO 9137022807,3311.06,,-111902.1
12 Jul 2024,BY TRANSFER-UPI/CR/414876759232/RAHUL D/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,134.36,-111767.74
12 Jul 2024,TO TRANSFER-UPI/DR/474087719784/SAGAR MO/SBIN/rahuldixit/UPI--,TRANSFER TO 8974521398,2516.81,,-114284.55
4 Jul 2024,TO TRANSFER-UPI/DR/482331432294/RAHUL D/SBIN/write2same/UPI--,TRANSFER TO 4897690162095,3187.64,,-117472.19
13 Sep 2024,BY TRANSFER-UPI/CR/428696229810/RAHUL D/KKBK/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,4766.41,-112705.78
15 Sep 2024,BY TRANSFER-UPI/CR/435120219901/SAGAR MO/KKBK/spawar3290/Dr Re--,TRANSFER FROM 4897732162091,,1083.0,-111622.78
25 Aug 2024,BY TRANSFER-UPI/CR/437354120629/SAGAR MO/SBIN/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,2846.72,-108776.06
6 Sep 2024,BY TRANSFER-UPI/CR/430063041668/PRIYA K/ICIC/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,1566.39,-107209.67
30 Jul 2024,TO TRANSFER-UPI/DR/443666083508/MS SANJE/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,3526.14,,-110735.81
11 Jul 2024,TO TRANSFER-UPI/DR/453748777019/PRIYA K/KKBK/spawar3290/UPI--,TRANSFER TO 4897690162095,542.8,,-111278.61
12 Jul 2024,TO TRANSFER-UPI/DR/415301543294/ANITA P/IDIB/anitapawar/UPI--,TRANSFER TO 8974521398,1935.06,,-113213.67
1 Jul 2024,TO TRANSFER-UPI/DR/442532707218/SAGAR MO/ICIC/rahuldixit/UPI--,TRANSFER TO 9137022807,3695.94,,-116909.61
9 Jul 2024,TO TRANSFER-UPI/DR/431127294953/RAHUL D/ICIC/rahuldixit/UPI--,TRANSFER TO 9137022807,2519.2,,-119428.81
14 Aug 2024,TO TRANSFER-UPI/DR/493651866290/SAGAR MO/SBIN/rahuldixit/UPI--,TRANSFER TO 7382910045,832.5,,-120261.31
14 Sep 2024,TO TRANSFER-UPI/DR/424921400317/RAHUL D/IDIB/rahuldixit/UPI--,TRANSFER TO 4897690162095,2920.01,,-123181.32
23 Sep 2024,TO TRANSFER-UPI/DR/406535290692/MS SANJE/IDIB/rahuldixit/UPI--,TRANSFER TO 9137022807,1623.99,,-124805.31
24 Sep 2024,BY TRANSFER-UPI/CR/481834060595/PRIYA K/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,2523.75,-122281.56
21 Sep 2024,TO TRANSFER-UPI/DR/435221264358/ROHIT T/HDFC/anitapawar/UPI--,TRANSFER TO 4897690162095,2107.22,,-124388.78
13 Sep 2024,BY TRANSFER-UPI/CR/402867173782/PRIYA K/HDFC/write2same/Dr Re--,TRANSFER FROM 8974521398,,3885.68,-120503.1
28 Sep 2024,BY TRANSFER-UPI/CR/406029077270/PRIYA K/SBIN/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,1972.9,-118530.2
20 Jul 2024,TO TRANSFER-UPI/DR/469847956276/ROHIT T/HDFC/spawar3290/UPI--,TRANSFER TO 4897690162095,2562.41,,-121092.61
5 Aug 2024,TO TRANSFER-UPI/DR/410889507461/ROHIT T/KKBK/rahuldixit/UPI--,TRANSFER TO 8974521398,2736.79,,-123829.4
5 Jul 2024,TO TRANSFER-UPI/DR/463114647903/ROHIT T/HDFC/rahuldixit/UPI--,TRANSFER TO 8974521398,4211.35,,-128040.75
12 Sep 2024,TO TRANSFER-UPI/DR/446954320768/ROHIT T/ICIC/spawar3290/UPI--,TRANSFER TO 7382910045,3113.33,,-131154.08
30 Aug 2024,TO TRANSFER-UPI/DR/487010745205/RAHUL D/KKBK/spawar3290/UPI--,TRANSFER TO 9137022807,1434.83,,-132588.91
7 Aug 2024,BY TRANSFER-UPI/CR/495629151517/SAMEER S/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,95.57,-132493.34
13 Aug 2024,BY TRANSFER-UPI/CR/449410732926/ROHIT T/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,117.3,-132376.04
26 Sep 2024,BY TRANSFER-UPI/CR/466046953288/SAMEER S/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,4164.03,-128212.01
20 Aug 2024,BY TRANSFER-UPI/CR/487800946510/SAMEER S/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,3218.89,-124993.12
9 Sep 2024,TO TRANSFER-UPI/DR/476739063749/RAHUL D/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,556.36,,-125549.48
29 Jul 2024,BY TRANSFER-UPI/CR/411691806705/SAMEER S/IDIB/write2same/Dr Re--,TRANSFER FROM 8974521398,,3465.63,-122083.85
11 Aug 2024,TO TRANSFER-UPI/DR/470524445861/RAHUL D/SBIN/spawar3290/UPI--,TRANSFER TO 4897732162091,312.52,,-122396.37
21 Sep 2024,TO TRANSFER-UPI/DR/440989907774/SAGAR MO/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,4451.12,,-126847.49
28 Aug 2024,BY TRANSFER-UPI/CR/479549090143/ANITA P/IDIB/spawar3290/Dr Re--,TRANSFER FROM 9137022807,,4182.0,-122665.49
11 Sep 2024,TO TRANSFER-UPI/DR/443606979097/ROHIT T/SBIN/spawar3290/UPI--,TRANSFER TO 7382910045,2403.42,,-125068.91
26 Sep 2024,TO TRANSFER-UPI/DR/467874464443/SAGAR MO/HDFC/rahuldixit/UPI--,TRANSFER TO 4897690162095,1155.18,,-126224.09
4 Jul 2024,BY TRANSFER-UPI/CR/482243401392/ROHIT T/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,4395.24,-121828.85
9 Sep 2024,TO TRANSFER-UPI/DR/477387944599/MS SANJE/HDFC/write2same/UPI--,TRANSFER TO 7382910045,4818.72,,-126647.57
16 Sep 2024,BY TRANSFER-UPI/CR/487489220931/SAMEER S/SBIN/write2same/Dr Re--,TRANSFER FROM 8974521398,,2946.89,-123700.68
25 Aug 2024,TO TRANSFER-UPI/DR/415008659401/MS SANJE/HDFC/write2same/UPI--,TRANSFER TO 8974521398,1241.27,,-124941.95
6 Jul 2024,TO TRANSFER-UPI/DR/450911593710/RAHUL D/IDIB/anitapawar/UPI--,TRANSFER TO 9137022807,376.94,,-125318.89
29 Jul 2024,BY TRANSFER-UPI/CR/441851645178/MS SANJE/HDFC/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,810.85,-124508.04
6 Jul 2024,TO TRANSFER-UPI/DR/403603136911/PRIYA K/KKBK/write2same/UPI--,TRANSFER TO 9137022807,381.81,,-124889.85
4 Jul 2024,TO TRANSFER-UPI/DR/425153913960/RAHUL D/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,3120.19,,-128010.04
5 Sep 2024,TO TRANSFER-UPI/DR/478594294640/ANITA P/ICIC/rahuldixit/UPI--,TRANSFER TO 4897732162091,2693.06,,-130703.1
20 Jul 2024,BY TRANSFER-UPI/CR/445803574246/SAMEER S/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 7382910045,,1587.53,-129115.57
7 Aug 2024,BY TRANSFER-UPI/CR/458444337302/ROHIT T/ICIC/spawar3290/Dr Re--,TRANSFER FROM 4897732162091,,4098.79,-125016.78
29 Aug 2024,BY TRANSFER-UPI/CR/413796751198/ANITA P/HDFC/write2same/Dr Re--,TRANSFER FROM 7382910045,,1349.42,-123667.36
22 Sep 2024,TO TRANSFER-UPI/DR/461595685255/ROHIT T/ICIC/anitapawar/UPI--,TRANSFER TO 4897732162091,1782.44,,-125449.8
5 Aug 2024,BY TRANSFER-UPI/CR/458161418311/MS SANJE/KKBK/write2same/Dr Re--,TRANSFER FROM 9137022807,,4514.03,-120935.77
20 Sep 2024,BY TRANSFER-UPI/CR/415192017895/ANITA P/HDFC/spawar3290/Dr Re--,TRANSFER FROM 4897732162091,,1928.46,-119007.31
11 Sep 2024,TO TRANSFER-UPI/DR/409498501941/ROHIT T/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,1897.51,,-120904.82
17 Jul 2024,TO TRANSFER-UPI/DR/413427144453/MS SANJE/IDIB/spawar3290/UPI--,TRANSFER TO 4897732162091,461.92,,-121366.74
2 Jul 2024,TO TRANSFER-UPI/DR/478925443627/SAMEER S/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,4143.08,,-125509.82
2 Aug 2024,TO TRANSFER-UPI/DR/496001230817/ROHIT T/KKBK/anitapawar/UPI--,TRANSFER TO 9137022807,2220.31,,-127730.13
3 Sep 2024,TO TRANSFER-UPI/DR/434332596651/ROHIT T/KKBK/rahuldixit/UPI--,TRANSFER TO 9137022807,361.15,,-128091.28
31 Aug 2024,BY TRANSFER-UPI/CR/412910788373/ANITA P/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,3766.59,-124324.69
17 Sep 2024,BY TRANSFER-UPI/CR/459266944635/MS SANJE/SBIN/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,4761.27,-119563.42
13 Sep 2024,TO TRANSFER-UPI/DR/498298422450/PRIYA K/ICIC/anitapawar/UPI--,TRANSFER TO 8974521398,202.86,,-119766.28
4 Sep 2024,TO TRANSFER-UPI/DR/455590385407/PRIYA K/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,2848.07,,-122614.35
12 Aug 2024,BY TRANSFER-UPI/CR/498014485144/RAHUL D/IDIB/write2same/Dr Re--,TRANSFER FROM 7382910045,,4947.04,-117667.31
16 Jul 2024,TO TRANSFER-UPI/DR/462509728890/ANITA P/ICIC/rahuldixit/UPI--,TRANSFER TO 4897732162091,2122.93,,-119790.24
10 Aug 2024,BY TRANSFER-UPI/CR/497811775950/ANITA P/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,1254.73,-118535.51
3 Sep 2024,TO TRANSFER-UPI/DR/449446381633/SAMEER S/KKBK/anitapawar/UPI--,TRANSFER TO 4897732162091,1585.58,,-120121.09
4 Jul 2024,BY TRANSFER-UPI/CR/422139540604/SAMEER S/SBIN/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,4163.9,-115957.19
9 Sep 2024,TO TRANSFER-UPI/DR/425422435910/ANITA P/ICIC/write2same/UPI--,TRANSFER TO 8974521398,1918.39,,-117875.58
7 Jul 2024,TO TRANSFER-UPI/DR/415988911102/MS SANJE/KKBK/write2same/UPI--,TRANSFER TO 9137022807,4085.74,,-121961.32
15 Sep 2024,BY TRANSFER-UPI/CR/492017669306/RAHUL D/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,3510.41,-118450.91
20 Aug 2024,TO TRANSFER-UPI/DR/436436828571/PRIYA K/IDIB/spawar3290/UPI--,TRANSFER TO 4897690162095,3665.47,,-122116.38
11 Sep 2024,BY TRANSFER-UPI/CR/410933747552/RAHUL D/IDIB/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,618.81,-121497.57
25 Jul 2024,TO TRANSFER-UPI/DR/468097574656/ANITA P/KKBK/rahuldixit/UPI--,TRANSFER TO 8974521398,68.97,,-121566.54
30 Aug 2024,TO TRANSFER-UPI/DR/440745135814/ROHIT T/ICIC/spawar3290/UPI--,TRANSFER TO 4897690162095,3657.2,,-125223.74
28 Sep 2024,BY TRANSFER-UPI/CR/482184502460/RAHUL D/HDFC/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,4419.52,-120804.22
2 Sep 2024,TO TRANSFER-UPI/DR/440286758439/PRIYA K/KKBK/anitapawar/UPI--,TRANSFER TO 9137022807,3228.39,,-124032.61
7 Sep 2024,BY TRANSFER-UPI/CR/497983151487/PRIYA K/HDFC/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,2595.12,-121437.49
16 Sep 2024,TO TRANSFER-UPI/DR/414343665282/ANITA P/SBIN/anitapawar/UPI--,TRANSFER TO 7382910045,2753.32,,-124190.81
12 Sep 2024,TO TRANSFER-UPI/DR/431574071495/MS SANJE/SBIN/rahuldixit/UPI--,TRANSFER TO 9137022807,179.22,,-124370.03
26 Sep 2024,BY TRANSFER-UPI/CR/487091320968/MS SANJE/ICIC/write2same/Dr Re--,TRANSFER FROM 9137022807,,700.79,-123669.24
26 Jul 2024,BY TRANSFER-UPI/CR/442903672278/PRIYA K/ICIC/write2same/Dr Re--,TRANSFER FROM 4897690162095,,1593.4,-122075.84
14 Aug 2024,TO TRANSFER-UPI/DR/411605653334/SAGAR MO/KKBK/spawar3290/UPI--,TRANSFER TO 4897690162095,4088.34,,-126164.18
18 Sep 2024,BY TRANSFER-UPI/CR/413627922468/SAGAR MO/KKBK/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,313.44,-125850.74
16 Aug 2024,BY TRANSFER-UPI/CR/494149101932/ANITA P/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,1371.13,-124479.61
30 Sep 2024,TO TRANSFER-UPI/DR/440187418686/ANITA P/SBIN/anitapawar/UPI--,TRANSFER TO 9137022807,658.46,,-125138.07
26 Jul 2024,BY TRANSFER-UPI/CR/450738839184/SAGAR MO/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,3027.35,-122110.72
16 Aug 2024,TO TRANSFER-UPI/DR/467886815218/PRIYA K/KKBK/rahuldixit/UPI--,TRANSFER TO 4897690162095,482.39,,-122593.11
18 Jul 2024,TO TRANSFER-UPI/DR/466133954277/ROHIT T/HDFC/rahuldixit/UPI--,TRANSFER TO 8974521398,3448.74,,-126041.85
18 Jul 2024,BY TRANSFER-UPI/CR/450239423666/RAHUL D/HDFC/write2same/Dr Re--,TRANSFER FROM 4897732162091,,1230.61,-124811.24
21 Aug 2024,BY TRANSFER-UPI/CR/455757224769/MS SANJE/KKBK/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,1160.11,-123651.13
29 Jul 2024,TO TRANSFER-UPI/DR/477148819028/MS SANJE/ICIC/rahuldixit/UPI--,TRANSFER TO 8974521398,4184.32,,-127835.45
22 Jul 2024,TO TRANSFER-UPI/DR/491220186398/ROHIT T/ICIC/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,2235.31,,-130070.76
19 Jul 2024,TO TRANSFER-UPI/DR/427263830990/ROHIT T/HDFC/anitapawar/UPI--,TRANSFER TO 8974521398,1761.97,,-131832.73
25 Sep 2024,BY TRANSFER-UPI/CR/418154912924/SAGAR MO/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 7382910045,,3787.16,-128045.57
4 Jul 2024,TO TRANSFER-UPI/DR/452464160595/PRIYA K/KKBK/rahuldixit/UPI--,TRANSFER TO 4897732162091,4905.79,,-132951.36
12 Jul 2024,BY TRANSFER-UPI/CR/447192415012/MS SANJE/IDIB/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,3939.05,-129012.31
29 Jul 2024,BY TRANSFER-UPI/CR/472254423106/SAMEER S/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,668.63,-128343.68
22 Jul 2024,TO TRANSFER-UPI/DR/413249468836/SAGAR MO/IDIB/write2same/UPI--,TRANSFER TO 8974521398,3436.18,,-131779.86
4 Sep 2024,BY TRANSFER-UPI/CR/471801200408/SAGAR MO/IDIB/write2same/Dr Re--,TRANSFER FROM 8974521398,,1363.61,-130416.25
26 Jul 2024,BY TRANSFER-UPI/CR/456756314387/SAMEER S/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,2301.42,-128114.83
15 Sep 2024,TO TRANSFER-UPI/DR/460789722586/MS SANJE/SBIN/rahuldixit/UPI--,TRANSFER TO 4897690162095,4966.67,,-133081.5
1 Sep 2024,BY TRANSFER-UPI/CR/419240425821/MS SANJE/KKBK/write2same/Dr Re--,TRANSFER FROM 4897690162095,,2799.59,-130281.91
13 Jul 2024,TO TRANSFER-UPI/DR/440119678500/MS SANJE/HDFC/spawar3290/UPI--,TRANSFER TO 7382910045,2286.93,,-132568.84
28 Sep 2024,TO TRANSFER-UPI/DR/445672297407/SAMEER S/KKBK/anitapawar/UPI--,TRANSFER TO 7382910045,3250.72,,-135819.56
7 Aug 2024,TO TRANSFER-UPI/DR/408007406810/ROHIT T/ICIC/write2same/UPI--,TRANSFER TO 8974521398,2293.57,,-138113.13
17 Sep 2024,TO TRANSFER-UPI/DR/465074012128/ANITA P/IDIB/anitapawar/UPI--,TRANSFER TO 8974521398,995.85,,-139108.98
21 Jul 2024,TO TRANSFER-UPI/DR/443400146983/ROHIT T/SBIN/write2same/UPI--,TRANSFER TO 9137022807,4776.71,,-143885.69
20 Jul 2024,TO TRANSFER-UPI/DR/401036539142/ROHIT T/HDFC/write2same/UPI--,TRANSFER TO 4897690162095,4870.83,,-148756.52
22 Jul 2024,BY TRANSFER-UPI/CR/422883228905/PRIYA K/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,3522.31,-145234.21
8 Aug 2024,TO TRANSFER-UPI/DR/418484047873/SAMEER S/IDIB/rahuldixit/UPI--,TRANSFER TO 8974521398,3872.4,,-149106.61
11 Aug 2024,TO TRANSFER-UPI/DR/421895201786/ROHIT T/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,372.29,,-149478.9
13 Jul 2024,BY TRANSFER-UPI/CR/495088732252/MS SANJE/IDIB/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,125.05,-149353.85
18 Sep 2024,TO TRANSFER-UPI/DR/401761663080/RAHUL D/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,2699.04,,-152052.89
25 Aug 2024,BY TRANSFER-UPI/CR/477366527209/SAMEER S/KKBK/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,112.67,-151940.22
1 Jul 2024,BY TRANSFER-UPI/CR/421291518473/MS SANJE/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,431.32,-151508.9
6 Sep 2024,TO TRANSFER-UPI/DR/402090758809/SAGAR MO/ICIC/rahuldixit/UPI--,TRANSFER TO 4897690162095,2430.23,,-153939.13
26 Jul 2024,TO TRANSFER-UPI/DR/477870006420/RAHUL D/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,828.37,,-154767.5
28 Sep 2024,BY TRANSFER-UPI/CR/406021338193/RAHUL D/SBIN/write2same/Dr Re--,TRANSFER FROM 4897732162091,,454.22,-154313.28
28 Jul 2024,BY TRANSFER-UPI/CR/403845016161/MS SANJE/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,3437.43,-150875.85
7 Jul 2024,TO TRANSFER-UPI/DR/453534261520/ROHIT T/IDIB/write2same/UPI--,TRANSFER TO 9137022807,3046.91,,-153922.76
23 Jul 2024,TO TRANSFER-UPI/DR/414687874686/PRIYA K/HDFC/write2same/UPI--,TRANSFER TO 9137022807,3203.16,,-157125.92
27 Sep 2024,BY TRANSFER-UPI/CR/422476157315/RAHUL D/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,4999.63,-152126.29
22 Aug 2024,TO TRANSFER-UPI/DR/474633594094/SAMEER S/ICIC/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,3896.1,,-156022.39
3 Sep 2024,BY TRANSFER-UPI/CR/462598692100/SAMEER S/ICIC/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,1990.91,-154031.48
7 Aug 2024,BY TRANSFER-UPI/CR/472645331872/PRIYA K/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,4146.56,-149884.92
17 Jul 2024,BY TRANSFER-UPI/CR/454054305541/ROHIT T/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,4377.9,-145507.02
1 Aug 2024,BY TRANSFER-UPI/CR/415869867496/RAHUL D/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 7382910045,,3738.58,-141768.44
14 Jul 2024,TO TRANSFER-UPI/DR/442163178226/ROHIT T/KKBK/rahuldixit/UPI--,TRANSFER TO 4897732162091,1375.87,,-143144.31
2 Sep 2024,TO TRANSFER-UPI/DR/484867428652/ANITA P/SBIN/spawar3290/UPI--,TRANSFER TO 9137022807,339.5,,-143483.81
2 Jul 2024,TO TRANSFER-UPI/DR/482332552169/ANITA P/IDIB/rahuldixit/UPI--,TRANSFER TO 4897732162091,2937.22,,-146421.03
26 Jul 2024,TO TRANSFER-UPI/DR/430835868287/RAHUL D/SBIN/spawar3290/UPI--,TRANSFER TO 4897732162091,1644.82,,-148065.85
12 Sep 2024,TO TRANSFER-UPI/DR/408726113016/SAGAR MO/HDFC/rahuldixit/UPI--,TRANSFER TO 4897690162095,2103.2,,-150169.05
30 Sep 2024,TO TRANSFER-UPI/DR/469451828411/RAHUL D/SBIN/rahuldixit/UPI--,TRANSFER TO 8974521398,4167.3,,-154336.35
26 Jul 2024,BY TRANSFER-UPI/CR/425623637839/ROHIT T/ICIC/write2same/Dr Re--,TRANSFER FROM 9137022807,,4741.78,-149594.57
15 Sep 2024,TO TRANSFER-UPI/DR/405298885659/SAGAR MO/KKBK/spawar3290/UPI--,TRANSFER TO 4897732162091,515.95,,-150110.52
22 Aug 2024,BY TRANSFER-UPI/CR/418141492974/MS SANJE/ICIC/write2same/Dr Re--,TRANSFER FROM 4897732162091,,3955.68,-146154.84
28 Sep 2024,TO TRANSFER-UPI/DR/485573408136/PRIYA K/ICIC/rahuldixit/UPI--,TRANSFER TO 9137022807,3572.65,,-149727.49
1 Jul 2024,BY TRANSFER-UPI/CR/476346395368/ROHIT T/ICIC/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,2015.74,-147711.75
18 Jul 2024,TO TRANSFER-UPI/DR/473088244713/ANITA P/SBIN/anitapawar/UPI--,TRANSFER TO 4897690162095,1111.02,,-148822.77
25 Jul 2024,BY TRANSFER-UPI/CR/437074237717/PRIYA K/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 7382910045,,4630.8,-144191.97
26 Jul 2024,BY TRANSFER-UPI/CR/446630158725/MS SANJE/KKBK/write2same/Dr Re--,TRANSFER FROM 8974521398,,2834.85,-141357.12
6 Jul 2024,TO TRANSFER-UPI/DR/453212893258/ROHIT T/ICIC/write2same/UPI--,TRANSFER TO 4897732162091,4899.82,,-146256.94
25 Aug 2024,BY TRANSFER-UPI/CR/425459586324/SAGAR MO/ICIC/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,1449.44,-144807.5
19 Aug 2024,TO TRANSFER-UPI/DR/463223108145/PRIYA K/KKBK/rahuldixit/UPI--,TRANSFER TO 8974521398,4709.06,,-149516.56
8 Sep 2024,TO TRANSFER-UPI/DR/431191516105/MS SANJE/HDFC/rahuldixit/UPI--,TRANSFER TO 8974521398,1293.34,,-150809.9
17 Jul 2024,TO TRANSFER-UPI/DR/457272377933/SAGAR MO/HDFC/spawar3290/UPI--,TRANSFER TO 4897690162095,2687.99,,-153497.89
1 Jul 2024,BY TRANSFER-UPI/CR/445809632267/RAHUL D/IDIB/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,3713.47,-149784.42
30 Sep 2024,BY TRANSFER-UPI/CR/427720636561/RAHUL D/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,3203.63,-146580.79
1 Sep 2024,TO TRANSFER-UPI/DR/490900080009/RAHUL D/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,1189.22,,-147770.01
15 Sep 2024,TO TRANSFER-UPI/DR/400421052436/MS SANJE/IDIB/rahuldixit/UPI--,TRANSFER TO 7382910045,1580.5,,-149350.51
20 Sep 2024,TO TRANSFER-UPI/DR/495338700405/ROHIT T/HDFC/spawar3290/UPI--,TRANSFER TO 4897690162095,4276.8,,-153627.31
7 Jul 2024,BY TRANSFER-UPI/CR/427369433637/ANITA P/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 7382910045,,4896.89,-148730.42
28 Jul 2024,TO TRANSFER-UPI/DR/482526270796/ANITA P/SBIN/rahuldixit/UPI--,TRANSFER TO 4897690162095,2211.62,,-150942.04
5 Jul 2024,TO TRANSFER-UPI/DR/435263629267/MS SANJE/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,4306.4,,-155248.44
31 Jul 2024,TO TRANSFER-UPI/DR/429242831729/SAGAR MO/IDIB/spawar3290/UPI--,TRANSFER TO 9137022807,2753.76,,-158002.2
25 Aug 2024,BY TRANSFER-UPI/CR/473260232506/SAGAR MO/KKBK/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,2518.81,-155483.39
20 Jul 2024,BY TRANSFER-UPI/CR/468583018937/ANITA P/KKBK/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,2623.59,-152859.8
8 Jul 2024,BY TRANSFER-UPI/CR/428660760597/SAGAR MO/KKBK/write2same/Dr Re--,TRANSFER FROM 4897732162091,,526.89,-152332.91
30 Aug 2024,TO TRANSFER-UPI/DR/412987568970/ROHIT T/SBIN/spawar3290/UPI--,TRANSFER TO 9137022807,4244.62,,-156577.53
10 Aug 2024,BY TRANSFER-UPI/CR/434954505226/PRIYA K/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,4835.63,-151741.9
3 Jul 2024,BY TRANSFER-UPI/CR/438396723867/RAHUL D/HDFC/spawar3290/Dr Re--,TRANSFER FROM 9137022807,,1758.04,-149983.86
12 Sep 2024,BY TRANSFER-UPI/CR/421195644627/MS SANJE/IDIB/write2same/Dr Re--,TRANSFER FROM 4897732162091,,3800.85,-146183.01
18 Aug 2024,BY TRANSFER-UPI/CR/433315032821/ROHIT T/HDFC/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,3109.76,-143073.25
